series_code,date,value,period,value_raw,year,month,mom_pct,yoy_pct,series_name,series_name_api,series_title_api,frequency,unit,theme,priority,source
PN01296PM,2023-11-01,0.129631044977348,Nov.2023,0.129631044977348,2023,11,-28.278442622812637,-76.81255885414218,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2023-12-01,0.175207913746969,Dic.2023,0.175207913746969,2023,12,35.15891488615648,-76.62019682772807,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-01-01,0.176182560321649,Ene.2024,0.176182560321649,2024,1,0.5562799954844211,-51.768634886199564,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-02-01,0.468695100795781,Feb.2024,0.468695100795781,2024,2,166.028090374044,28.378996615474495,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-03-01,0.238233140771859,Mar.2024,0.238233140771859,2024,3,-49.17097695978232,-58.33543666290024,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-04-01,0.11242169879804,Abr.2024,0.11242169879804,2024,4,-52.810218413021204,-79.1058450425108,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-05-01,0.205330304366133,May.2024,0.205330304366133,2024,5,82.64294754609492,-68.88729943747698,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-06-01,0.205192896782407,Jun.2024,0.205192896782407,2024,6,-0.06692026496049053,-1.1748548963503858,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-07-01,0.136229807387107,Jul.2024,0.136229807387107,2024,7,-33.60890677830366,-5.5728056821956145,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-08-01,0.272299508476509,Ago.2024,0.272299508476509,2024,8,99.8824733729161,-1.8932705617451417,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-09-01,0.0430052066501988,Sep.2024,0.0430052066501988,2024,9,-84.20665285412778,-82.22091601663656,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-10-01,-0.138438000395907,Oct.2024,-0.138438000395907,2024,10,-421.9098597105964,-176.59422162579295,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-11-01,0.18225010143853,Nov.2024,0.18225010143853,2024,11,-231.64745295173904,40.59140036275781,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2024-12-01,0.142802809370041,Dic.2024,0.142802809370041,2024,12,-21.64459265433876,-18.495228716510304,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-01-01,0.0723049107609774,Ene.2025,0.0723049107609774,2025,1,-49.367305111193104,-58.960233845521714,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-02-01,0.171223014978139,Feb.2025,0.171223014978139,2025,2,136.8068962067611,-63.46814492248256,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-03-01,0.385562274858308,Mar.2025,0.385562274858308,2025,3,125.18133727964953,61.84241772958738,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-04-01,0.172843960747042,Abr.2025,0.172843960747042,2025,4,-55.17093553549521,53.74608513748542,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-05-01,0.0373096351279792,May.2025,0.0373096351279792,2025,5,-78.4142674313151,-81.82945510982596,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-06-01,0.234145450259384,Jun.2025,0.234145450259384,2025,6,527.5736802469931,14.10991994897326,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-07-01,0.175848130384215,Jul.2025,0.175848130384215,2025,7,-24.89790846270461,29.081978281397447,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-08-01,-0.191622332020463,Ago.2025,-0.191622332020463,2025,8,-208.9703550454489,-170.371897875458,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-09-01,-0.0013299071997303,Sep.2025,-0.00132990719973039,2025,9,-99.30597483826244,-103.09243299432941,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-10-01,-0.0081969262876003,Oct.2025,-0.00819692628760037,2025,10,516.3532530136391,-94.07899112659919,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-11-01,0.0985681074248014,Nov.2025,0.0985681074248014,2025,11,-1302.5008395391808,-45.91602054166931,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2025-12-01,0.129117958266659,Dic.2025,0.129117958266659,2025,12,30.993646565816825,-9.583040532431554,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2026-01-01,0.131586126977923,Ene.2026,0.131586126977923,2026,1,1.9115611371166796,81.98781464915292,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2026-02-01,0.101028721141113,Feb.2026,0.101028721141113,2026,2,-23.22236130708277,-40.99582865421924,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2026-03-01,0.291541723997409,Mar.2026,0.291541723997409,2026,3,188.57311139294225,-24.385308675609153,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01296PM,2026-04-01,0.15772887917975,Abr.2026,0.15772887917975,2026,4,-45.89835135187998,-8.74492895323834,Inflacion subyacente bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación Subyacente - Bienes,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-05-01,1.32537232509538,May.2021,1.32537232509538,2021,5,,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-06-01,1.48619414319877,Jun.2021,1.48619414319877,2021,6,12.134086026869205,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-07-01,3.17601950018023,Jul.2021,3.17601950018023,2021,7,113.7015217503421,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-08-01,2.60418076842603,Ago.2021,2.60418076842603,2021,8,-18.004887303801187,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-09-01,1.1336288527846,Sep.2021,1.1336288527846,2021,9,-56.46888777733481,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-10-01,0.265234926606577,Oct.2021,0.265234926606577,2021,10,-76.60301906086241,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-11-01,-0.863005041309717,Nov.2021,-0.863005041309717,2021,11,-425.3738307963538,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2021-12-01,0.552379031454341,Dic.2021,0.552379031454341,2021,12,-164.00646636038618,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-01-01,-0.289078047306006,Ene.2022,-0.289078047306006,2022,1,-152.33327676195486,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-02-01,-0.270691873739019,Feb.2022,-0.270691873739019,2022,2,-6.360280117543549,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-03-01,5.21763851096751,Mar.2022,5.21763851096751,2022,3,-2027.5194481818726,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-04-01,3.55855107354608,Abr.2022,3.55855107354608,2022,4,-31.79766926999672,,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-05-01,-1.82848337243268,May.2022,-1.82848337243268,2022,5,-151.38280537900513,-237.9599783254184,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-06-01,2.68101842476511,Jun.2022,2.68101842476511,2022,6,-246.62525594630847,80.39489908059335,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-07-01,1.88832450242574,Jul.2022,1.88832450242574,2022,7,-29.566895736974274,-40.54430388986645,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-08-01,2.30781534433759,Ago.2022,2.30781534433759,2022,8,22.21497636518366,-11.380370659428662,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-09-01,1.84883427939979,Sep.2022,1.84883427939979,2022,9,-19.888119128072656,63.08991032279996,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-10-01,-0.92714080610427,Oct.2022,-0.92714080610427,2022,10,-150.14731803897857,-449.5545695908662,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-11-01,0.78681528160013,Nov.2022,0.78681528160013,2022,11,-184.86470193305692,-191.17157420147169,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2022-12-01,1.92373436538494,Dic.2022,1.92373436538494,2022,12,144.49631449362306,248.26346690242778,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-01-01,0.818361706148124,Ene.2023,0.818361706148124,2023,1,-57.45973452086408,-383.0936882875234,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-02-01,0.70530812687766,Feb.2023,0.70530812687766,2023,2,-13.814622363329555,-360.5575546599769,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-03-01,4.13580389526249,Mar.2023,4.13580389526249,2023,3,486.3825663786617,-20.734181055874156,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-04-01,1.67606834961639,Abr.2023,1.67606834961639,2023,4,-59.47418223730809,-52.900258701466505,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-05-01,0.703920048931834,May.2023,0.703920048931834,2023,5,-58.001709829259426,-138.4974815491657,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-06-01,-2.11293452305873,Jun.2023,-2.11293452305873,2023,6,-400.16683375690326,-178.81089154558305,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-07-01,1.08328362137033,Jul.2023,1.08328362137033,2023,7,-151.26915242987016,-42.63254965029872,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-08-01,1.32242586127497,Ago.2023,1.32242586127497,2023,8,22.07568130699975,-42.697934454780025,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-09-01,-1.49994215998501,Sep.2023,-1.49994215998501,2023,9,-213.4235350281863,-181.12907558550648,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-10-01,-3.3893886284762,Oct.2023,-3.3893886284762,2023,10,125.96795522502498,265.57431257049166,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-11-01,-2.16199682990621,Nov.2023,-2.16199682990621,2023,11,-36.212778560061444,-374.7781951450411,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2023-12-01,1.10829065022804,Dic.2023,1.10829065022804,2023,12,-151.2623624094823,-42.38858180369041,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-01-01,-0.204263707117187,Ene.2024,-0.204263707117187,2024,1,-118.43051793996078,-124.96007640418784,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-02-01,1.21916536247147,Feb.2024,1.21916536247147,2024,2,-696.858531394434,72.85570887558221,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-03-01,2.64777184499834,Mar.2024,2.64777184499834,2024,3,117.17905761617314,-35.97927000283237,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-04-01,-1.52050595191485,Abr.2024,-1.52050595191485,2024,4,-157.42586751902726,-190.71861253527373,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-05-01,-1.44096500969618,May.2024,-1.44096500969618,2024,5,-5.231215446312476,-304.70577757840215,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-06-01,0.0463637991001026,Jun.2024,0.0463637991001026,2024,6,-103.21755204242456,-102.19428470660725,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-07-01,0.477968931553479,Jul.2024,0.477968931553479,2024,7,930.9097632864631,-55.87776625396968,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-08-01,1.14058538313359,Ago.2024,1.14058538313359,2024,8,138.63169922498867,-13.750523448328888,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-09-01,-1.69775440051716,Sep.2024,-1.69775440051716,2024,9,-248.8493913408596,13.187991231217012,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-10-01,-0.805137550803103,Oct.2024,-0.805137550803103,2024,10,-52.576323727516375,-76.2453457228634,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-11-01,-0.213579587160811,Nov.2024,-0.213579587160811,2024,11,-73.4729069650557,-90.12118869896418,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2024-12-01,-1.3140358320161,Dic.2024,-1.3140358320161,2024,12,515.2441108647336,-218.56418997541178,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2025-01-01,-0.536154564576951,Ene.2025,-0.536154564576951,2025,1,-59.19787333695922,162.48155981490964,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
PN01308PM,2025-02-01,0.139139333072794,Feb.2025,0.139139333072794,2025,2,-125.95134729153727,-88.58732889271614,Inflacion no subyacente alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual) - Inflación No Subyacente - Alimentos,Índice de precios al consumidor Lima Metropolitana: clasificación sectorial (variación porcentual),mensual,%,Inflacion,media,BCRP
